,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review
0,PSA International,,5.0,Good working culture,Software Engineer,Singapore,Scope for innovation is good. Can propose and drive projects.,Workload can be on the higher side at times.
0,PSA International,,2.0,Only good for retirement. Not recommended if you're looking to grow in technical knowledge,Senior Engineer,Singapore,"- Bonus are good (to keep you staying on average salary until Happy Months in Bonus Month April and End of Year AWS.) - Innovation awards for projects that are ""impressive"" on paper (functional is secondary) - Cutting edge technologies are being tested (or outsourced. Priority is for engineer to be project engineers and slide masters to ""wow"" the superiors)",- Over-hyped and hackneyed FISHy culture - Defensive culture across departments. No knowledge sharing in order to protect own department's advantage - Culture encourages unhealthy tension intra and inter-department - Do not be surprised by pay freeze even when business is doing well (e.g. 2020 because budget was needed to be given to higher priority projects) - Prideful old guards that keep boasting of old days achievement and not receptive to feedback - Duplicate roles across division and department (Just do a count of how many departments are doing data analytics…on similar use cases)
0,PSA International,,3.0,"Right direction, One step at a time",Platform Engineer,Singapore,Friendly colleagues willing to help,Compensation package needs to be reviewed
0,PSA International,,4.0,Good Company to work,Senior Data Architect,Singapore,"Work life balance, Good yearly bonus",Medical insurance is not good and dependent not covered
0,PSA International,,5.0,Life in PSA,Assistant Vice President - Engineering,Singapore,Stable employer with lots of growth potential,Big departments have too much hierarchy
0,PSA International,,1.0,Enviroment,Mechanical Engneering,Singapore,Not a technical role at all,Requires none of your engineering knowledge
0,PSA International,,3.0,Career progression and renumeration package for technical staff,Principal Mechanical Engineer,Singapore,Generally competitive salary scheme but have recently lost a fair bit of talented young engineers.,"Management favouritism could be observed for ""yes man"" Management may not be receptive of alternative views when comes to placement of staff during rotation Frontline engineering team under appreciated by management"
0,PSA International,,5.0,Meaningful work,Software Architect,Singapore,Bosses who care about me as a person,Still need more time and improvement to work processes
0,PSA International,,4.0,Good but can be better,Engineer,Singapore,Slightly better than market salary,"Many new stuff to please the bosses but no resources to support the new stuff. When requesting for resources, always turned down and asked to live with it."
0,PSA International,,4.0,Good working environment,Senior Mechanical Engineer,Singapore,Good working environment with friendly colleagues,May require to be on standby during breakdowns
0,PSA International,,5.0,Great company and colleagues,Commercial Development,Singapore,"Good salary, bonus and benefits. Smart and enterprising people. Mid-level managers looking towards change and improvement. Senior-level management supportive of mid-level managers. Chance to rotate amongst departments and grow in skills.","Personnel, department and business unit-dependent - some personnel, departments or business units are quite conservative in their approach - quite silo-ed and not too willing to share information and collaborate."
0,PSA International,,3.0,Engineer,Engineer,Singapore,Know a lot of people from all wok of life and moderate allowance. You get to acquire skill from different boss,Will be standby for 24/7. Sometime the management need to hear the word of the employee and not selective hearing
0,PSA International,,4.0,Enginner,Engineer,Singapore,"Stable and systematic job, benefit and profit is always shared with staff.",Insufficient career progression and very strict path. Which is totally control by direct superior. 24/7 stand by duty.
0,PSA International,,5.0,Stable Company,Engineer,Singapore,"Stable job, benefits are generally above market average.",Competition is stiff. Can be tough at times.
0,PSA International,,4.0,Building Management Department,Civil Engineer,"Outram Park,","Working hours are normal, no need OT. Good boss, nice colleagues.",No more good experience in the industry.
0,PSA International,,4.0,"""Executive Engineer""",Executive Engineer,Singapore,"Decent pay, good working culture.","24/7 on standby, sometimes required to wake up in the middle of the night to settle breakdowns"
0,PSA International,,4.0,Nice company to work for,Data Architect,Singapore,Good Bonus Opportunity for learning and external training Work / Life Balance,process to communication across different department is slow
0,PSA International,,4.0,Rating,Software Engineer,Singapore,"Friendly co-workers, good culture, good food and shopping nearby",boss tends to give short deadlines. need to overtime
0,PSA International,,4.0,Employment pay,Data Engineer,Singapore,Standard hierarchy. Increments every year.,Hard to progress in the department.
0,PSA International,,4.0,-,Senior Mechanical Engineer,Singapore,Great workplace with strong work ethics,Long working hours and fast paced.
0,PSA International,,3.0,Good company,Software Engineer,Singapore,"Stable company and career, friendly colleague",Some outdated technology still in use
0,PSA International,,3.0,Nil,Engineer,Singapore,Stable income with good colleagues,Nothing that I am complaining about
0,Halliburton,,5.0,Engineer Role,"R&D Mechanical Engineer, Associate",Singapore,Good culture where people are willing to teach,No bonus at the current moment
0,Halliburton,,3.0,Good,R&D Mechanical Engineer,"Tuas,",Work life balance and culture.,"Progression, listen to employees and bonus."
0,Halliburton,,3.0,-,Mechanical Engineer,Singapore,"Work life Balance, no overtime","Slow Progression, location is in Tuas"
0,Halliburton,,4.0,work life balance,R&D Mechanical Engineer,Singapore,"little OT, working time 7.30-4.30","no bonus, location quit far"
0,Halliburton,,1.0,Bad management,Mechanical Engineer,Singapore,"Salary is good, colleagues are helpful","Management is bad, location is not very convenient."
0,Halliburton,,4.0,Good Place to work,R&D Mechanical Engineer,Singapore,"High pay, Good benefit, Good working culture","Slow management, Slow in hiring process slow in application"
0,Halliburton,,3.0,good and bad,R and D Mechanical Engineer,Singapore,good for core mechanical guys,location is a big concern as its in the corner of the island and no flexibility on working hrs
0,Halliburton,,2.0,Ok place to work,Engineering Team Leader,Singapore,Stable and good work environment.,Slow or almost no career growth.
0,Halliburton,,4.0,Work Life Balance,"R&D Mechanical Engineer, Associate",Singapore,"Work life balance, some OT when required","Stagnant position, take years to be be promoted"
0,Halliburton,,3.0,Overall Experiences,Senior Firmware Engineer,Singapore,"Nice helpful colleague, good work life balances",Little or no documentation . Often give the goal and deliverables but not the how.
0,Halliburton,,3.0,Review,Mechanical Engineer,Singapore,"Work Life Balance, supportive work culture","Slow Progression, low salary compared to peer companies"
0,Halliburton,,4.0,Not bad place to start,Quality Inspector,Singapore,"Good benefits, aws, insurance and bonus, ESPP as well","Location is far, bus provided but have to wake up early and sometimes bus full also. Food only able to get at canteen otherwise have to drive. Canteen food is meh."
